id,premise,hypothesis,label
68e3df0d77,i agree with you but did you see the map they drew up on uh on how they were gonna divide up the districts,The district divisions map was incomplete.,1
8d70677468,"There's one thing, he thought to himself, ""they can't go on shooting.",He thought that they couldn't go on shooting.,0
3459243f4b,"Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner.",Simmons lives in New York and schmoozes fashion designers. ,0
cfd266bac2,"He saw Stark buried under the earth, screaming for a mercy or death that would never come and crawling out of the rock decades later.",Stark got buried in a big hole.,1
fb126a0677,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.","Founded in 1049, the monastery was a beacon of light in the darkness.",1
ed119569dc,"But you will find it all right.""","You, I'm sure, will find it more than adequate.",0
1e0f06162e,You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building.,There is no method for measuring the height of the river.,2
a91bd3a157,Act Accounting the Great Management Reform Act,Act accounting great management reform act ,0
0dcdaa45c1,"Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.",Some analysts wanted to make the old standards toughter.,1
df3152deb1,There always will be a need for an attorney to do general law.,There is need to attorney's to practice law.,0
399ac28103,"They were quite, tetanic in character.""",They were tense in how they acted.,0
f4493384c5,"Unsurprisingly, golfing is prohibitively expensive.",It costs $100 to golf just 9 holes!,1
99c1a397d8,it was really easy i mean just just did a thumb print you know,"I did a thumb print, that was very easy., you know?",0
f3d98405da,An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  ,A traveler said the settlement was prospering because of trade.,1
bda9995961,but i think a lot of kids it's funny get the same kind of fears like there's somebody under the bed,"I believe that many children think it's amusing, the similar uneasiness that there's someone beneath the bed.",0
1230bb0cf0,"He and his wife had lived at Styles Court in every luxury, surrounded by her care and attention. ",She lived in poverty and squalor at Styles Court.,2
bbab64b64b,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.","Of the people we contacted, all of them said that agencies' current practices were fine.",2
097391fbb2,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",She wore a coat and carried a small badge.,0
4c1c21ed97,Some management consultants describe dysfunctional interactions with one's fellow workers as value-subtracting behavior.,Consultants most often have personality clashes at the center of conflict.,1
ae7eea4bdc,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",Even non Clinton supporters think Starr has gone too far.,1
b273256885,I took to him at once.,I liked him instantly. ,0
3e1a263023,It incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included.,It mixes a risk assessment methodology into the process to ensure that significant issues are included.,0
67206b356b,"If I had chosen to be an actor, I should have been the greatest actor living! ","I did not choose to become an actor, as at the time I lacked the confidence to make that first step. ",1
2cb25fe600,"( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)",(The millennium coverage from around the globe will not be summed up and examined).,2
263fcf64ab,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Most people that master the Creole dance learn it as adults.,2
ae5df19404,i think yeah and it's a just a nice escape and you know it's something to laugh at and enjoy,I think it's an escape that can be enjoyed.,0
5d9662cbed,and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way,There needs to be a more transparent distribution of money.,1
ccaef3e9d3,These provisions may have to be reexamined as well.,These supplies might require additional inspection.,0
7037d44745,"Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.","Alexandria, founded by Alexander the Great, originally had a different name.",1
7ce82953e3,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.,Knowing this in no way helps the worker's understanding.,2
6dda44dcbf,i don't know no i don't,"I used to know, now I don't.",1
5e2913d7ac,Two aromatic aniseed drinks are also produced locally.,The aniseed drinks are produced internationally.,2
7ee1d7c464,'Not part of your biography.,"I was told something that was not in my biography, some sort of secret.",1
b5b2fd40a0,Can I help you?',Can i give you assistance?,0
593ad1c63d,Monday's Question (No.,There was a question on Monday.,0
07feabd041,The Illinois Equal Justice Foundation has recently made its first grants from money appropriated by the Illinois General Assembly.,The Illinois Equal Justice Foundation just received money and manpower from the Illinois General Assembly.,1
7a20440fa3,Two of them saw Thorn coming.,Nobody saw Thorn coming.,2
5620fcbe48,"Later, Tom testified against John so as to avoid the electric chair.",Tom was willing to speak against the other man to avoid his own execution.,0
d77f4a03c8,probably so yeah you can get a head start on it,You can't get a head start on it.,2
e654f03664,"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.","The emperor was exhausted by his religious and political obligation, and abdicated early.",0
6699d13301,The air is warm.,The warm air bellows forth from the oven's open door.,1
258147c192,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,2
d87677482e,"This guide will introduce you to many, but not all, of the popular Aegean Islands.",There are some popular Aegean islands that are not introduced in the guide.,0
a235caf450,yep see we have cable here,"Yes, we have cable here and we love it.",1
ae050ae8f2,so i'll probably say you know it's like well we've been talking for five six minutes so okay,We've been talking for about 2 hours.,2
c97bd9f1aa,"7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.",Nonautomated First-Class and Standard-A mailers cannot ask for their mail to be processed by hand because it costs the postal service more.,2
bf6abb780c,"Concentration of greenhouse gases, especially CO2, have increased substantially since the beginning of the industrial revolution.",Greenhouse gases have increased because of the industrial revolution.,0
928d87f0c8,it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn't,"It really works out well, she had all her own furniture and stuff, so she felt like it was her own home. This made her much more comfortable with the situation.",0
4c8ee45c51,"By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.",Charlies I was seen by his subjects as an outsider.,1
03744e4caa,The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it.,Kal is whistling into Vrenna's face.,1
e84c17fcf0,"On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.",The Sandal Bedesten took forty years to completely construct.,1
af8c423e7f,"For the beginner ' and for most others, too ' Beaune is the place to buy.",The worst place to buy anything from is Beaune.,2
757d48d165,"What a lot of bottles! I exclaimed, as my eye travelled round the small room. ",They had drank too many beers. ,1
1254b52168,"Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.",Arafat arrested over a thousand suspected terrorists.,0
9e6f1ed041,oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh,I had a good laugh when I took it for the two thousand mile checkup.,0
7859e56054,"Under the overmechanical assumptions of affirmative-action opponents themselves (and putting aside the racial IQ theories of Murray and some others), blacks would move up the list, and whites would move down.",Affirmative action opponents say that whites would move down the list.,0
e6dc161fcc,Impossible.,"Impossible, unless circumstances are met.",1
1eb1cf6d05,"But there is a cycle of confirmation; if prophecy indicates a thing will happen, it will happen--though not always as expected.","What is predicted by prophecy, though sometimes unexpected, is always enjoyable.",1
447e2d97d1,Arsenic would put poor Emily out of the way just as well as strychnine. ,There are many ways to get Emily out of the way.,0
5bbf6973f2,"You're crazed, Beresford.","You are a sane genius, Beresford.",2
7828e7b0e1,"It describes six applications of case study methods, including the purposes and pitfalls of each, and explains similarities and differences among the six.",There are six applications for case study methods.,0
e5d70cac0d,"In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.",data collection is not planned for.,2
aab8de5a0a,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,1
f55c0de726,"In the case of speech, Fiss appears to believe that the reason the American public is less enlightened than he would wish it to be concerning matters such as feminism, the rights of homosexuals, and regulation of industry is that people are denied access to the opinions and information that would enlighten them.","If people would properly research matters that they don't understand, they would be better equipped to form opinions.",1
2fcbc6db7e,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.",Steep GDP decline in recent years has been contributed to increased investment.,2
215d2f571c,"If Washington Square is underripe, U-Turn and Devil's Advocate are rotting.","Washington Square is definitely underripe, no questions asked. ",1
69de2e8e8c,"EPA estimates that 5.6 million acres of lakes, estuaries and wetlands and 43,500 miles of streams, rivers and coasts are impaired by mercury emissions.","Rivers, streams and coasts are affected by mercury emissions.",0
6989910c97,She's a crutch.,"She's an essential, key role in this, and is being used as a crutch.",1
49245fe99b,that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the,I enjoy receiving information in the shape of a novel.,0
a0fd3a8129,"If the data from a series of tests performed with the same toxicant, toxicant concentrations, and test species, were analyzed with hypothesis tests, precision could only be assessed by a qualitative comparison of the NOEC-LOEC intervals, with the understanding that maximum precision would be attained if all tests yielded the same NOEC-LOEC interval.",They needed various data to test for toxicants.,0
04d1a36fbf,"The flame or whatever it was had enough heat, but it was hard to control.","The flame was easy to control, but lacked heat. ",2
ed94d59c07,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",The stores here have clothing for all ages.,0
bb0d46dd2a,right well there's yeah there there's going to be some measure of incentive uh reward or whatever but the reward ultimately ultimately comes down to what you want,There has to be some sort of incentive.,0
1f90e19f5b,guess it didn't last too long at the box office but i thought it was pretty good,"Apparently it was not in the box office for very long, but I believe it was fairly decent.",0
95d2545b60,"Puri also has a beautiful beach, southwest of town, which is ideal for cooling off but those aren't sandcastles the Indians are making, they're miniature temples, for this is the Swarga Dwara (Heaven's Gateway), where the faithful wash away their sins.",The devout make miniature temples on the beach at Puri.,0
4d662da42a,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Some organizations said that agencies should have more consistent organization.,0
bd7fa9ce5b,"Tell me, how did those scribbled words on the envelope help you to discover that a will was made yesterday afternoon?"" Poirot smiled. ","Tell me, how could you tell from that text that a will was made yesterday afternoon?",0
598acbb3ba,"Others love to see it in the middle of the heaviest monsoon, its marble translucent, its image blurred in the rain-stippled water channels of its gardens.",None of the visitors like to see it during the monsoon.,2
802c4fa2fb,"Sultan Abdul Hamid II (1876 1909) tried to apply absolute rule to an empire staggering under a crushing foreign debt, with a fragmented population of hostile people, and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated Turks.","The population was fractured during the rule of Sultan Adbul Hamid II, and many people were hostile to his rule.",0
5b0be256b3,at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there,It seems like it's worth trying to get the oil filter out.,0
05cc35e98d,There's a dramatic difference between someone like Michael Dell and someone like Al Dunlap.,They do not get along.,1
a115269c7d,"In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans."," In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans",0
e48293d8c3,The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.,The name suggest that it is open to the public.,2
94e94bb258,uh-huh well it's good that she does that i mean bring it to people's attention,She never brought anything to anyone's attention.  ,2
315982a15a,okay okay that's it that GTE had purchased Tigon and yeah that's what we have,We aren't sure if Tigon has been bought yet.,2
1851422583,"Upriver, east of Blois, in a huge densely wooded park surrounded by 31 km (20 miles) of high walls, the brilliant white Ceteau de Cham?­?­bord is the most extravagant of all the royal residences in the Loire Valley.","The Ceteau de Chambord is an ugly, unremarkable hut in an open field.",2
f9f53df28c,The Gaiety Theatre in South King Street is worth visiting for its ornate d??cor.,The Gaiety theatre is a must visit just for its beautiful decor.,0
9d3282860c,"It recalls William Randolph Hearst's castle in Caleornia, with its imaginative juxtaposition of ancient Roman and Chinese sculpture, fine Venetian glass chandeliers, Syvres porcelain, old Flemish masters, and naughty French erotica.",There is no art or sculptures located there.,2
38f2f5bba1,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).",The executives worked hard to make the government act reality ,1
2d486cf2b6,"There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency).",Be sure to bring currencies other than the US dollar when buying goods from the duty-free shops.,0
a56fc7e76f,Any subsequent alterations to the data can be readily detected.,Alterations can be detected.,0
f1e75500a0,Don't you know?,Don't you know the answer to that?,1
ca161933da,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"They were defeated by Saladin, a Muslim leader, and lost control of the large part of the country they had. ",0
bce3065cd0,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,2
d2d82ab664,"For example, the CFO Council and the Office of Management and Budget (OMB) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan.",The CFO Council and the OMB are lax about the priority initiatives.,2
9d60382636,"The almost midtown Massabielle quarter (faubourg de Massabielle), is sometimes described as the most picturesque in the city.",The Massabielle quarter is a very touristy place.,0
7dfe642c38,"Along the eastern coastline are several fine beaches with perfect windsurfing conditions in their wide, shallow bays.",There are many fine beaches along the shallow bays.,0
1a2b0a1ed7,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,It does not matter whether or not a state enforces the statutory requirements.,2
f522c90067,uh well no i just know i know several single mothers who absolutely can't afford it they have to go with the a single uh what i mean a babysitter more more or less,I know single moms who wouldn't be able to afford it.,0
b9be46b057,"Hey, no problem, a fine policy.",The worst policy ever.,2
a06e32bf97,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo is the only place where one can buy authentic papyrus.,2
9d0237d559,The woman rolled and drew two spears before the horse had rolled and broken the rest.,They were rolling in piles of money. ,2
19be5479c6,"Meanwhile, critics on the left argue that because the United States failed to intervene in Rwanda, its intervention in Kosovo is morally suspect and probably racist.",The US did not intervene in the Rwandan conflict.,0
988c2b4621,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,0
2943608f26,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,1
a69dbbf177,um-hum yeah we're still pretty much you know in winter as far as that goes here,It has been winter here for years.,1
3a2c727478,Then he shrugged.,He never bothered to shrug about things.,2
2859b7d71e,"So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.",Occasionally mail is lost but not often ,1
5e548966dd,She's smiling but her eyes are closed.,Her eyes widened as she smiled.,2
0989d728ff,Total volume grew 13.,Overall volume decreased.,2
46ef676d38,"But to you, who know the truth, I propose to read certain passages which will throw some light on the extraordinary mentality of this great man."" He opened the book, and turned the thin pages.","Two of the thin pages stuck together as he leafed through them, and he paused to separate them carefully. ",1
297ea58a44,De Wit worked from likenesses of actual monarchs to produce his portraits.,De Wit used fictional monarchs to produce his portraits.,2
82f6e0fb23,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,Radical socialism and isolationism was the primary aim of the party's platform.,2
5c39ecdf25,how do you like it well,"You probably hate it, don't you?",2
54ade6115f,"SSA will consider the comments received by April 14, 1997, and will issue revised regulations if necessary.","The regulations will be revised as necessary after the SSA considers the comments received before April 14, 1997.",0
539ae95203,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","GDP would still be above 50,000 even given the conditions.",1
d3f7456283,"Major journeys from one part of the country to another, say, from Milan to Rome or down to Naples, is most enjoyed by train buffs and travelers with plenty of time, patience, and curiosity.",It takes eight hours to get from Milan to Naples by train.,1
e50ba1d750,"The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north, from Andratx all the way to the Cape of Formentor.",The Serra de Tramuntana mountains are far away from the coast.,2
6d6f419328,well i think of uh you mean as far as retirement,You never discuss retirement.,2
25c54abba6,"General Motors, for instance, lost $460 million to strikes in 1997, but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened.",GM lost a lot of money in labor disputes but was victorious in the end.,1
a490212fac,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",There is only one location to buy the woodblock prints and scroll paintings from. ,2
8c2dcfd3cb,"Penrith and Blencathra are also Celtic names, established during this early period of settlement.",Penrith and Blencathra are Celtic names which were established in this early period.,0
0fea553ec3,"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.",The Women's Haven needs to hire a full-time lawyer.,2
bd2cea0af2,But it just might be because he's afraid he'll lose his No.,He might be afraid he'll lose his No.,0
d723ee6c6a,Vishnu's wife Lakshmi is goddess of good fortune.,"Lakshmi is Vishnu's wife, and the goddess of good fortune.",0
d19e913903,"While obviously constrained by their bondage, blacks nonetheless forged a culture rich with religious observances, folk tales, family traditions, song, and so on.",They do not hold trad ions as a highly valued thing. ,2
0048700d8e,"Very little indeed, answered Tuppence, and was pleased to note that Whittington's uneasiness was augmented instead of allayed.",Whittington was finally at ease when Tuppence replied to inquiry.,2
3a905b3513,The man looked at the girl.,The man never noticed the girl was there. ,2
fc92796f66,Angry consumers would complain about cheapo car care.,Angry consumers would complain about a really bad car wash.,1
3b5e98b36a,"Politically, it's anti-democratic, replacing congressional and executive branch decision-making.",It's anti-democratic and takes the decision-making away from the executive branch in DC.,1
4135b45098,"Although claims data provide the most accurate information about health care use, ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies.",Patients naturally always report to insurance companies when health problems may be a direct result of alcohol. ,2
8ab6ef9088,Marriage is an important institution.,Marriage is crucial to society.,1
eebed5cecb,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is a bargain.,1
632cd941bd,"Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I. ",We had no interest in him at all.,2
af36f7d1bb,Jon saw him ride into the smoke.,He rode off into the smoke as Jon watched.,0
cf5781f2ad,"I don't know all the answers, fella.","Buddy, I just can't answer all those questions.",0
04fb6738b9,"He unleashed a 16-day reign of terror that left 300 Madeirans dead, stocks of sugar destroyed, and the island plundered.",There was a terrible attack during a 16-day reign.,0
37daade8b2,Exhibitions are often held in the splendid entrance hall.,The exhibitions in the entrance hall are usually the most exciting.,1
0e3407b62b,We have done that spectacularly.,Spectacular results was the only way to describe the impact of our past work. ,1
af0442b387,The  rock  has a soft texture and can be bought in a variety of shapes.,The texture of the rock comes from the way that it is formed.,1
bccdbbea58,and that you're very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know,"Even though you're correct, the jury might think differently.",0
851cd268d5,"At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.",The Ptolomies built many temples that were as big.  ,1
2acff2ac64,"While it's probably true that democracies are unlikely to go to war unless they're attacked, sometimes they are the first to take the offensive.",Democracies will probably go to war just over economic issues.,2
e56010e429,We know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack.,The south is totally protected against an attack.,2
7358404384,"Alternatively, there are Sousa and Goncalves (Rua do Castanheiro, 47) and Unibasket (Rua do Carmo, 42; Tel. 291/226 925), both in Funchal.",There are other places in Funchal.,0
78286d5a27,Or just a philosophy of any weapon to hand?,They don't allow any weapon.,2
5d2ecc6e73,Acquaintances of mine have become Orthodox because of the codes.,My acquaintances shied away from becoming Orthodox because of the codes.,2
1a147559b0,She wears either revealing clothes or professional clothes (or perhaps both).,Sometimes her cleavage is showing and sometimes she's all covered up.,1
9033e305e7,"Founded in 1979, AFFIRM's members include information resource management professionals within the federal, academic, and industry sectors.",AFFIRM recruits the top members in the management professions.,1
5b951e5763,Whether a government postal service can engage in these kinds of negotiations deserves serious study.,It is already certain that the postal service can engage in these negotiations.,2
231171a635,You wonder whether he could win a general election coming out of the right lane of the Democratic Party.,He might run in a general election for governor while he is a conservative Democrat.,1
30295e09c8,yep see we have cable here,"Yes, we have cable here.",0
2065a2af4f,"The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches from Marlenheim, just west of Strasbourg, down to Thann, outside Mulhouse.",The slopes between the Vosges and Rhine Valley are the only place appropriate for vineyards.,1
e6bba6baa6,Michael B. Wachter of the University of Pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29.,Wachter teaches economics at the University of Pennsylvania. ,1
d6f8ff2b21,This fellow is flying a hot air balloon and suddenly realizes he is lost.,This fellow is flying a hot air balloon and knows of his own whereabouts.,2
22195cfffc,"For instance, when Clinton cited executive privilege as a reason for holding back a memo from FBI Director Louis Freeh criticizing his drug policies, Bob Dole asserted that the president had no basis for refusing to divulge it.",Bob Dole stated that Clinton had no right to privilege for actions not involving the presidency.,1
eb7ef9a06e,The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.,Americans just throw away 12 percent of what they buy at foreign supermarkets.,1
6bdda51b01,"How did you get it?"" A chair was overturned. ","""How did you lose this object entirely?"" A chair overturned.",2
deb94af777,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","720,000 volcano-zone residents were evacuated at the expense of the French government.",2
9383286f3e,yeah yeah yeah well because that's the way they they might seem outwardly but boy there's a lots going on in there,There is a lot of bad in the inside.,1
97f1ca9ca1,Many restaurants and bars have live music.,Live music can be found at many restaurants and bars. ,0
9ec3a493de,"More than half of 800,000 native islanders are children, and the mother is traditionally responsible for bringing them up, handling the money, and making key domestic decisions.",The mother is responsible for the raising of the native islander children.,0
c5704de1b7,"Mortifyingly enough, it is all  the difficulty, the laziness, the pathetic formlessness in youth, the round peg in the square hole, the whatever do you want?",Many youth are lazy.,0
2691c2ab96,"Similarly, OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.",Changes were made to the Grant Renewal Application to provide extra information to the LSC.,0
95c1ad32c0,The disorder hardly seemed to exist before the stimulant Ritalin came along.,The only time the disorder seemed to exist was before Ritalin came around.,2
cef3bced3e," Other villages are much less developed, and therein lies the essence of many delights.",If more people lived in the villages the development would skyrocket.,1
55fe301795,"It can be done, he said at last. ","It won't be easy, but it can be done. ",1
bc592535ae,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"All invasions of privacy should be severely punished, because it will teach the criminals that it is not worth doing.",1
22b39d8c51,"It's a great novelty, but very expensive.",Some find the experience isn't worth the price.,1
11cbe7f008,"Barney Frank, D-Mass., will log some of the best sound bites, while Rep.",Barney Frank is well-known for representing his constituents. ,1
f152469bb0,Hearty Sabbath meals.,Hearty meals are offered on the Sabbath.,0
201b54ef3d,yeah and crawl through it,There is a chance that I have to crawl through things.,1
4dd726abf2,"(Never mind the strictest reading, which supposes that creation took a week.)","The creation apparently took a week, supposes the reading.",0
31e83fc3d9,or yeah exactly and that's what i say you'll you'll be you'll be so much better off for it as you get older because you know a lot of kids resent things that parents tell them and and stuff but it's because you've been there,Kids don't like what their parents have told them. ,0
57dbc18f2d,"But in fact Haveman and Wolfe's statistical analysis is designed to rule out this and similar alternative theories, leaving us to conclude that the moves themselves are harmful.",We think these moves are benevolent.,2
aab8524689,okay what types of music do you like to listen to,"You hate music, don't you? ",2
fb00d91281,are you originally from uh Texas,Are you from Texas?,0
ffe75d125a,"Along the eastern coastline are several fine beaches with perfect windsurfing conditions in their wide, shallow bays.",The shallow bays and the coastline are the worst place for windsurfing.,2
35b376efd9,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials need to identify the components that failed them.,2
55b4c869ce,There never will be.,It should happen soon.,2
b4741dd423,These alone could have valuable uses.,They aren't valueable. ,2
b9ae3a60ab,"Because marginal costs are very low, a newspaper price for preprints might be as low as 5 or 6 cents per piece.",Newspaper preprints may cost as little as a nickel.,0
2a8514eaba,i've yeah i've done it before and when i was in high in high school and college and thoroughly enjoyed it and and it's really a a blast my wife hates it but that's the way life is i guess,I've done it in the past and really liked it. ,0
a9d88eb6de,"Cornwall Beach, another private beach with perfect sand and sheltered waters, can be found behind the Jamaica Tourist Office building, a short distance east along Gloucester Avenue.",There are several private beaches off of Gloucester Avenue.,1
3134f8b818,"His voice was even and calm, not a hint of rage.",He was a mess of nerves and rage.,2
77ce42ac79,yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so,I like to add eggs in the same dish because they are healthy.,1
f37660fdce,"Ah, ma foi, no! replied Poirot frankly. ",Poirot agreed with what I just said. ,2
c97865cbbd,"But, when I discovered that it was known all over the village that it was John who was attracted by the farmer's pretty wife, his silence bore quite a different interpretation. ",John was attracted to the farmer's pretty wife.,0
262a5404f2,you want to punch the button and go,You should go after punching the button.,0
60f747c356,"3 Accordingly, auditors performing financial audits need to be proficient in applying the AICPA standards and guidance contained in the SASs.",Auditors must have many qualifications,1
3c61fc2dbd,STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred.,Standard Costing was applied to the ledger.,1
53340e0d5d,"year, they gave morethan a half million dollars to Western Michigan Legal Services.",Western Michigan Legal Services got half a million dollars from them.,0
c9b647bd65,and they have a bar also which is always crowded as can be  but it's it's an specially fine restaurant and when you consider they take no plastic or checks,"They have a bar, which is always packed.",0
794072102a,Tuppence rose.,Tuppence floated into the air.,1
d966e43ed0,Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece.,Slate put an expert in charge of writing their tax pieces.,2
19e9bc1487,"During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.",Russia has been successfully invaded hundreds of times.,2
d7a0f3f210,… I saw that I must lead two lives.,"I must lead two lives; one in perfectly amiable company with the president, and one whispering in the ears of his enemies as his back was turned. ",1
1053f884d9,because the cold weather was just simply trapped along the ground and couldn't get away,The weather got away easily.,2
67c3e4c30a, Many restaurants and cafes welcome children.,Children are not welcome in any of the restaurants or cafes.,2
147555107c,"Last year at Tuscaloosa's Turning Point Domestic Violence Sexual Assault Services, half of the 160 women who sought shelter used Legal Services, said executive director Kathy Benitez.","The other half of the women were scared that the legal system was against them, so were too scared to use the Legal Services.",1
5a07812b7a,"A sidebar notes that controversy remains over the Mars meteorite that crashed into Antarctica about 11,000 years  While scientists have demolished most of the evidence that the meteorite contained living creatures, they cannot explain why the meteorite contains a molecule that on Earth is only produced by biological processes.",Scientists ruled out the possibility that the meteorite contained life.,0
979cb4a5b7,Numbers began wafting about on the  I'd say at least five,I had to pick at least one number.,1
16a0234919,"In a magical space looking out over the sea, the beautifully sculpted columns of the cloister create a perfect framework of grace and delicacy for a moment's meditation.",The cloister overlooking the ocean is a nice spot to meditate and reflect.,0
